labMIT-1.0.txt;;;;;;;
language assessment by Mechanical Turk 1.0;;;;;;;
;;;;;;;
word;happiness_rank;happiness_average;happiness_standard_deviation;twitter_rank;google_rank;nyt_rank;lyrics_rank
una;7500;apr.94;11.141;1139;--;--;577
until;7501;apr.94;0.7117;393;251;264;319
vez;7502;apr.94;0.5500;3917;--;--;1277
which;7503;apr.94;10.184;315;26;48;595
whom;7504;apr.94;11.502;4774;402;1000;3272
antes;7505;apr.94;10.880;--;--;--;4711
bajo;7506;apr.94;0.8517;--;--;--;4455
dmx;7507;apr.94;15.733;--;--;--;3382
dripping;7508;apr.94;17.489;--;--;--;4425
han;7509;apr.94;11.256;--;--;--;2686
homeboy;7510;apr.94;22.212;--;--;--;3590
inna;7511;apr.94;13.135;--;--;--;2143
kon;7512;apr.94;12.650;--;--;--;4283
questo;7513;apr.94;11.798;--;--;--;4039
swell;7514;apr.94;20.145;--;--;--;3616
xi;7515;apr.94;11.620;--;4664;--;--
youll;7516;apr.94;10.085;--;--;--;4844
doo;7517;apr.94;11.186;--;--;--;933
forma;7518;apr.94;11.560;--;--;--;4973
marginal;7519;apr.94;13.746;--;4239;--;--
nate;7520;apr.94;13.591;--;--;--;4266
ojos;7521;apr.94;18.726;--;--;--;2353
vie;7522;apr.94;0.9087;--;--;--;2386
zie;7523;apr.94;10.799;--;--;--;4198
fold;7524;apr.94;0.8184;--;--;--;3110
ad;7525;apr.92;15.232;1155;1521;2457;2398
affect;7526;apr.92;14.405;--;1971;3249;--
agencies;7527;apr.92;13.377;--;2476;1589;--
ainda;7528;apr.92;0.3959;3644;--;--;--
alla;7529;apr.92;13.223;--;--;--;3332
ar;7530;apr.92;0.6007;3801;--;--;--
armies;7531;apr.92;18.935;--;4467;--;--
atleast;7532;apr.92;0.8533;3968;--;--;--
au;7533;apr.92;10.467;3253;4211;--;2017
b6;7534;apr.92;0.8291;--;--;--;--
bishops;7535;apr.92;19.466;--;4651;--;--
bo;7536;apr.92;10.660;4984;--;--;2825
c'est;7537;apr.92;12.428;--;--;--;--
cm;7538;apr.92;10.069;--;2276;--;--
common;7539;apr.92;12.591;2004;286;894;1853
contigo;7540;apr.92;12.911;--;--;--;2535
crave;7541;apr.92;16.015;--;--;--;4195
da;7542;apr.92;11.220;210;3268;--;238
decir;7543;apr.92;0.9655;--;--;--;4012
disclosed;7544;apr.92;10.270;--;--;2408;--
dole;7545;apr.92;0.9655;--;--;3128;--
dom;7546;apr.92;0.9864;--;--;--;4490
economists;7547;apr.92;14.824;--;--;3919;--
filing;7548;apr.92;12.752;--;--;3828;--
fl;7549;apr.92;15.887;2604;--;1200;--
fr;7550;apr.92;10.660;4021;--;--;--
gap;7551;apr.92;0.8999;--;3487;3655;--
gerald;7552;apr.92;10.850;--;--;2692;--
gorbachev;7553;apr.92;15.628;--;--;3337;--
hast;7554;apr.92;13.377;--;--;--;2913
homie;7555;apr.92;18.165;1987;--;--;1854
illinois;7556;apr.92;13.974;--;3659;2701;--
instead;7557;apr.92;0.8041;691;666;847;918
interim;7558;apr.92;0.8769;--;--;3877;--
itu;7559;apr.92;0.5657;2747;--;--;--
judge;7560;apr.92;16.015;2031;1386;435;1662
lebron;7561;apr.92;15.628;4999;--;--;--
marked;7562;apr.92;12.911;--;1368;4244;--
mes;7563;apr.92;10.660;--;--;--;2802
nato;7564;apr.92;17.004;--;--;2926;--
ni;7565;apr.92;11.036;1924;--;--;594
nye;7566;apr.92;10.467;4183;--;--;--
only;7567;apr.92;11.578;111;63;89;102
pt;7568;apr.92;0.8291;3511;--;--;--
pushin;7569;apr.92;14.961;--;--;--;4834
reais;7570;apr.92;0.6952;2583;--;--;--
representative;7571;apr.92;15.232;--;2189;921;--
reviewer;7572;apr.92;16.393;--;--;4430;--
ruled;7573;apr.92;14.961;--;4566;2345;--
sabe;7574;apr.92;10.850;4738;--;--;3482
shadow;7575;apr.92;14.405;2690;3385;--;1075
strap;7576;apr.92;11.578;--;--;--;3320
strip;7577;apr.92;16.640;3705;--;3997;2266
sua;7578;apr.92;0.5284;4801;--;--;--
suppose;7579;apr.92;11.220;1895;1460;--;2408
task;7580;apr.92;13.377;4318;1054;2233;--
tenho;7581;apr.92;13.068;4446;--;--;--
them;7582;apr.92;11.220;119;57;88;122
thomas;7583;apr.92;13.223;2902;957;444;--
tix;7584;apr.92;12.262;2828;--;--;--
todos;7585;apr.92;13.068;2843;--;--;2557
trans;7586;apr.92;12.591;--;3257;--;--
twitpic;7587;apr.92;16.015;4098;--;--;--
une;7588;apr.92;12.911;4473;--;--;2556
var;7589;apr.92;11.578;--;--;--;4290
wha;7590;apr.92;10.467;--;--;--;3218
whenever;7591;apr.92;14.405;2526;2457;--;1101
whether;7592;apr.92;0.6652;1792;275;326;1850
wordt;7593;apr.92;10.660;--;--;--;4152
x;7594;apr.92;14.263;377;712;--;1137
bist;7595;apr.92;0.8123;--;--;--;1956
dans;7596;apr.92;11.335;--;4668;--;1527
discourse;7597;apr.92;13.820;--;2683;--;--
elke;7598;apr.92;0.9539;--;--;--;4752
ey;7599;apr.92;14.265;--;--;--;4503
kau;7600;apr.92;13.970;--;--;--;3306
peasant;7601;apr.92;19.878;--;4448;--;--
pretending;7602;apr.92;15.657;--;--;--;2358
puttin;7603;apr.92;10.770;--;--;--;3393
siento;7604;apr.92;12.721;--;--;--;2051
sola;7605;apr.92;14.554;--;--;--;3363
spinal;7606;apr.92;14.838;--;4564;--;--
ve;7607;apr.92;10.173;--;774;--;4636
bizarre;7608;apr.92;15.414;--;--;--;3595
weet;7609;apr.92;10.883;--;--;--;2431
moi;7610;apr.91;14.866;--;--;--;1807
#in2010;7611;apr.90;13.590;--;--;--;--
#NAVN?;7612;apr.90;11.824;--;--;--;--
al;7613;apr.90;10.546;851;343;1485;574
andy;7614;apr.90;10.546;2949;--;3223;--
at;7615;apr.90;0.7354;18;25;12;57
bis;7616;apr.90;0.8864;--;--;--;2743
bloomberg;7617;apr.90;15.152;--;--;3201;--
border;7618;apr.90;14.880;--;2687;2326;3040
brb;7619;apr.90;11.824;4790;--;--;--
campaigns;7620;apr.90;19.299;--;--;3836;--
charge;7621;apr.90;13.132;2251;1020;395;2745
chu;7622;apr.90;11.294;--;--;--;4816
dig;7623;apr.90;12.164;2698;--;--;923
dukakis;7624;apr.90;11.294;--;--;4588;--
edwin;7625;apr.90;13.887;--;--;4298;--
ela;7626;apr.90;10.738;4020;--;--;--
eres;7627;apr.90;0.8631;--;--;--;1747
esa;7628;apr.90;10.546;--;--;--;2544
finance;7629;apr.90;16.568;4075;2887;1163;--
fog;7630;apr.90;18.871;--;--;--;3267
gt;7631;apr.90;12.495;1808;--;--;--
heute;7632;apr.90;10.738;3533;--;--;--
hpa;7633;apr.90;10.926;3790;--;--;--
ie;7634;apr.90;11.294;3065;1043;--;--
jonas;7635;apr.90;17.757;1343;--;--;--
kinda;7636;apr.90;12.817;563;--;--;816
koto;7637;apr.90;11.995;--;--;--;4434
kt;7638;apr.90;12.657;4047;--;--;--
law;7639;apr.90;15.551;1307;194;181;1217
levin;7640;apr.90;0.9091;--;--;4596;--
lu;7641;apr.90;0.6468;4533;--;--;--
maar;7642;apr.90;0.5051;2901;--;--;869
mack;7643;apr.90;16.690;--;--;--;1919
melt;7644;apr.90;11.294;--;--;--;2093
merrill;7645;apr.90;11.112;--;--;2532;--
nee;7646;apr.90;0.9313;--;--;--;4160
nh;7647;apr.90;0.6776;--;--;3287;--
obliged;7648;apr.90;14.321;--;3130;--;--
ook;7649;apr.90;14.604;3617;--;--;2737
pointed;7650;apr.90;10.546;--;1672;2564;4970
pra;7651;apr.90;0.8631;1053;--;--;3278
rental;7652;apr.90;13.286;4329;--;4776;--
sector;7653;apr.90;12.330;--;2017;3116;--
sleepy;7654;apr.90;17.757;1352;--;--;3728
sometime;7655;apr.90;10.351;2635;--;--;2412
soo;7656;apr.90;11.650;814;--;--;--
sticks;7657;apr.90;14.033;4661;--;--;3187
subsidiary;7658;apr.90;14.033;--;--;1950;--
te;7659;apr.90;0.9091;823;--;--;213
testing;7660;apr.90;14.033;2617;2234;1954;--
tiny;7661;apr.90;13.740;2302;3977;3281;2219
trey;7662;apr.90;11.650;3820;--;--;--
uma;7663;apr.90;11.824;1290;--;--;4199
ven;7664;apr.90;13.286;--;--;--;2460
wer;7665;apr.90;0.6776;4573;--;--;4169
xm;7666;apr.90;11.824;3611;--;--;--
yuh;7667;apr.90;13.439;3990;--;--;1109
yup;7668;apr.90;14.604;1667;--;--;4251
zo;7669;apr.90;0.9313;4518;--;--;1561
deine;7670;apr.90;14.895;--;--;--;2759
dre;7671;apr.90;12.949;--;--;--;1759
fi;7672;apr.90;11.945;--;--;--;1276
kommt;7673;apr.90;0.9627;--;--;--;4281
macht;7674;apr.90;10.051;--;--;--;3867
mig;7675;apr.90;15.844;--;--;--;3891
sono;7676;apr.90;11.769;--;--;--;2007
static;7677;apr.90;14.895;--;4813;--;3247
toi;7678;apr.90;14.178;--;--;--;2373
vii;7679;apr.90;12.457;--;2702;--;--
broads;7680;apr.90;19.267;--;--;--;4423
moe;7681;apr.90;12.418;--;--;--;4384
liefde;7682;apr.89;14.206;--;--;--;3943
aiyyo;7683;apr.89;13.151;--;--;--;2683
2nd;7684;apr.88;15.471;--;3617;--;--
@tommcfly;7685;apr.88;0.8953;--;--;--;--
age;7686;apr.88;16.117;1256;322;332;1148
ago;7687;apr.88;0.9398;545;1127;343;847
allein;7688;apr.88;13.192;--;--;--;4410
b4;7689;apr.88;12.558;--;--;--;--
billboard;7690;apr.88;12.879;--;--;--;4650
black;7691;apr.88;18.366;219;420;409;244
bt;7692;apr.88;0.5584;3013;--;--;--
causes;7693;apr.88;12.720;4188;1155;2918;--
chuck;7694;apr.88;13.944;2175;--;4685;4525
cited;7695;apr.88;14.090;--;2758;2430;--
dass;7696;apr.88;12.061;4239;--;--;2911
dejes;7697;apr.88;0.9398;--;--;--;4860
dentro;7698;apr.88;0.9823;--;--;--;2406
der;7699;apr.88;0.8953;855;1187;--;611
digg;7700;apr.88;14.377;4342;--;--;--
drifting;7701;apr.88;15.732;--;--;--;2326
du;7702;apr.88;0.9179;1719;1899;4494;452
elderly;7703;apr.88;17.219;--;4171;1917;--
frost;7704;apr.88;17.337;--;--;--;4264
guard;7705;apr.88;16.243;3759;2454;1576;2416
herman;7706;apr.88;12.229;--;--;3764;--
het;7707;apr.88;0.6893;1581;--;--;540
ir;7708;apr.88;10.230;2539;--;--;3420
issued;7709;apr.88;11.364;--;2137;1552;--
it's;7710;apr.88;0.7990;--;502;--;--
judges;7711;apr.88;13.346;--;3282;2681;--
junto;7712;apr.88;10.812;--;--;--;3925
lectures;7713;apr.88;18.142;--;4265;--;--
lieu;7714;apr.88;0.9398;--;--;739;--
mais;7715;apr.88;0.7730;1329;--;--;1849
memo;7716;apr.88;11.542;--;--;3792;--
mg;7717;apr.88;0.9823;--;2542;--;--
mis;7718;apr.88;10.999;4517;--;--;1292
moody's;7719;apr.88;11.364;--;--;--;--
nevertheless;7720;apr.88;14.234;--;1445;4452;--
oil;7721;apr.88;16.368;1663;928;626;3063
operator;7722;apr.88;15.732;--;4367;--;--
previous;7723;apr.88;0.8485;3895;1083;1025;--
prior;7724;apr.88;11.542;--;1575;2694;--
re;7725;apr.88;0.6273;1863;399;--;--
regulators;7726;apr.88;15.205;--;--;3520;--
remarks;7727;apr.88;15.732;--;2850;3250;--
rt;7728;apr.88;10.622;15;--;--;--
scale;7729;apr.88;13.037;--;934;3544;--
se;7730;apr.88;12.558;553;2503;--;307
sei;7731;apr.88;10.230;4802;--;--;1615
sgt;7732;apr.88;10.622;--;--;4421;--
sie;7733;apr.88;0.9179;3847;--;--;1026
siegel;7734;apr.88;0.9613;--;--;4754;--
sp;7735;apr.88;0.6893;4312;--;--;--
st;7736;apr.88;0.5584;727;479;155;2437
thang;7737;apr.88;13.192;4870;--;--;1247
toilet;7738;apr.88;14.934;2681;--;--;--
tryna;7739;apr.88;10.999;1411;--;--;1819
ummm;7740;apr.88;0.9398;3612;--;--;--
veel;7741;apr.88;12.720;--;--;--;3501
viel;7742;apr.88;0.7730;--;--;--;4328
went;7743;apr.88;14.518;310;295;503;388
whose;7744;apr.88;11.542;2699;341;351;1554
eg;7745;apr.88;13.328;--;1019;--;--
igual;7746;apr.88;11.298;--;--;--;2956
qui;7747;apr.88;0.8811;--;4085;--;1157
substitute;7748;apr.88;14.668;--;4575;--;--
nous;7749;apr.88;11.601;--;--;--;2746
senza;7750;apr.88;12.985;--;--;--;3330
#random;7751;apr.86;16.414;--;--;--;--
@donniewahlberg;7752;apr.86;12.938;--;--;--;--
@ladygaga;7753;apr.86;19.693;--;--;--;--
accounting;7754;apr.86;15.388;--;3889;699;--
ap;7755;apr.86;12.456;1446;--;--;--
arnold;7756;apr.86;13.554;--;--;2784;--
b-after;7757;apr.86;11.608;--;--;--;--
bb;7758;apr.86;0.9037;1862;--;--;--
bk;7759;apr.86;13.852;3477;--;--;--
bush;7760;apr.86;17.144;1988;4402;414;3879
bustin;7761;apr.86;15.909;--;--;--;3443
cia;7762;apr.86;11.068;--;--;4306;--
circumstances;7763;apr.86;11.068;--;977;3255;--
cont;7764;apr.86;0.9478;885;--;--;--
cud;7765;apr.86;0.8574;--;--;--;--
diff;7766;apr.86;0.8809;4124;--;--;--
divisions;7767;apr.86;14.848;--;3416;--;--
dus;7768;apr.86;11.250;--;--;--;3381
echt;7769;apr.86;11.782;--;--;--;3896
elsewhere;7770;apr.86;0.9478;--;2154;2550;--
ft;7771;apr.86;0.7827;1458;2728;--;--
gonna;7772;apr.86;16.164;166;--;--;74
haben;7773;apr.86;13.704;--;--;--;4247
hath;7774;apr.86;11.250;--;2895;--;--
hong;7775;apr.86;0.9691;--;--;2728;--
how's;7776;apr.86;0.9478;--;--;--;--
hr;7777;apr.86;11.430;2641;--;--;--
ira;7778;apr.86;13.999;--;--;3213;--
ish;7779;apr.86;12.779;2743;--;--;--
ja;7780;apr.86;12.938;1460;--;--;1030
jst;7781;apr.86;0.8332;3915;--;--;--
knock;7782;apr.86;0.9478;2741;--;--;899
le;7783;apr.86;0.8084;960;1134;3801;500
mah;7784;apr.86;0.9260;2756;--;--;--
mask;7785;apr.86;12.456;4894;--;--;2364
mehr;7786;apr.86;11.068;4602;--;--;2103
mijn;7787;apr.86;0.9037;4660;--;--;1286
missy;7788;apr.86;15.520;--;--;--;2020
nadie;7789;apr.86;12.456;--;--;--;2197
nonetheless;7790;apr.86;10.104;--;--;4416;--
nu;7791;apr.86;0.8809;2074;--;--;1507
og;7792;apr.86;11.782;4484;--;--;1603
oi;7793;apr.86;15.388;--;--;--;4333
oo;7794;apr.86;13.554;1926;--;--;1898
ou;7795;apr.86;0.9691;2205;--;--;2853
rd;7796;apr.86;0.8084;2434;--;3303;--
recuerdo;7797;apr.86;11.068;--;--;--;4723
ridin;7798;apr.86;13.554;--;--;--;2761
sensitive;7799;apr.86;14.144;--;2686;3542;--
seo;7800;apr.86;11.250;2366;--;--;--
shapiro;7801;apr.86;10.304;--;--;4029;--
sm;7802;apr.86;0.7287;3405;--;--;--
smoked;7803;apr.86;19.589;--;--;--;3183
sooooo;7804;apr.86;10.500;2256;--;--;--
sr;7805;apr.86;11.954;--;--;3730;--
staring;7806;apr.86;12.779;3419;--;--;1412
tellin;7807;apr.86;13.095;4762;--;--;2325
tempted;7808;apr.86;17.263;4979;--;--;--
tract;7809;apr.86;12.456;--;3698;--;--
voor;7810;apr.86;0.5349;2395;--;--;1206
vor;7811;apr.86;10.692;--;--;--;3419
vt;7812;apr.86;15.909;--;--;3440;--
w;7813;apr.86;0.9478;615;862;432;2674
were;7814;apr.86;11.430;164;32;42;131
wie;7815;apr.86;13.704;2574;--;--;995
ze;7816;apr.86;13.403;--;--;--;1220
toch;7817;apr.86;11.694;--;--;--;3326
askin;7818;apr.86;12.416;--;--;--;4057
cinta;7819;apr.86;13.693;--;--;--;4754
eminem;7820;apr.86;19.685;--;--;--;2062
geld;7821;apr.86;15.943;--;--;--;4660
ibid;7822;apr.86;13.693;--;1879;--;--
isn;7823;apr.86;0.9789;--;2757;--;--
kane;7824;apr.86;11.547;--;--;--;4221
labour;7825;apr.86;18.708;--;1143;--;--
pienso;7826;apr.86;10.801;--;--;--;4932
soc;7827;apr.86;13.070;--;4592;--;--
miedo;7828;apr.85;12.026;--;--;--;3308
tienes;7829;apr.85;11.297;--;--;--;3124
explicit;7830;apr.85;16.013;--;4199;--;--
@taylorswift13;7831;apr.84;18.775;--;--;--;--
abt;7832;apr.84;0.9765;1739;--;--;--
administration;7833;apr.84;15.696;--;874;392;--
amo;7834;apr.84;11.669;3411;--;--;3157
an;7835;apr.84;0.8418;61;29;21;130
awhile;7836;apr.84;0.9553;3124;--;--;2073
b;7837;apr.84;12.513;354;206;436;1053
b7;7838;apr.84;10.568;--;--;--;--
capitalist;7839;apr.84;23.418;--;4694;--;--
crawl;7840;apr.84;15.954;--;--;--;1423
d1;7841;apr.84;12.349;--;--;--;--
dam;7842;apr.84;12.349;2878;--;--;3527
dats;7843;apr.84;12.513;2621;--;--;--
decades;7844;apr.84;13.756;--;3387;1741;--
dem;7845;apr.84;12.014;1453;--;--;539
desde;7846;apr.84;0.6809;4546;--;--;3461
di;7847;apr.84;12.513;843;2838;--;404
en;7848;apr.84;10.568;294;1233;--;174
est;7849;apr.84;10.568;2158;2788;--;2034
filed;7850;apr.84;11.314;3677;--;1264;--
friedman;7851;apr.84;14.619;--;--;3042;--
hab;7852;apr.84;0.9337;4658;--;--;3020
harris;7853;apr.84;0.8889;--;--;1973;--
hm;7854;apr.84;12.014;3120;--;--;--
hows;7855;apr.84;11.843;3891;--;--;--
ht;7856;apr.84;0.5481;4741;--;--;--
investigating;7857;apr.84;11.669;--;--;3672;--
invisible;7858;apr.84;17.066;--;--;--;2995
jd;7859;apr.84;0.7918;3460;--;--;4675
ka;7860;apr.84;0.8657;3049;--;--;2577
ke;7861;apr.84;0.9971;2041;--;--;4019
keine;7862;apr.84;11.132;--;--;--;3607
lo;7863;apr.84;11.132;730;4650;--;412
maintenance;7864;apr.84;15.954;--;2314;2797;--
mar;7865;apr.84;12.349;4151;--;--;2395
mining;7866;apr.84;15.434;--;3553;--;--
mn;7867;apr.84;0.7656;4309;--;--;--
nao;7868;apr.84;13.149;2995;--;--;--
need;7869;apr.84;14.337;83;258;324;79
nt;7870;apr.84;0.6809;4260;--;--;--
o_o;7871;apr.84;11.493;--;--;--;--
oh;7872;apr.84;10.759;114;1405;4045;46
proc;7873;apr.84;10.174;--;4771;--;--
rates;7874;apr.84;11.493;3067;1105;896;--
reagan;7875;apr.84;15.301;--;--;1549;--
sanders;7876;apr.84;12.993;--;--;4767;--
secret;7877;apr.84;16.081;1026;1668;1994;855
setup;7878;apr.84;14.049;4881;--;--;--
sharp;7879;apr.84;16.946;4866;2369;2587;2653
sih;7880;apr.84;0.7103;4391;--;--;--
sta;7881;apr.84;10.759;--;--;--;4118
t;7882;apr.84;0.7656;734;77;797;1608
temp;7883;apr.84;14.194;3407;--;--;--
tooth;7884;apr.84;14.194;4182;--;--;3797
vc;7885;apr.84;0.8657;2294;--;--;--
vernon;7886;apr.84;12.349;--;--;3252;--
ward;7887;apr.84;11.132;--;3815;3260;--
duele;7888;apr.84;10.324;--;--;--;4369
horns;7889;apr.84;19.295;--;--;--;4472
inevitably;7890;apr.84;15.322;--;4750;--;--
jeg;7891;apr.84;11.609;--;--;--;2579
kneel;7892;apr.84;13.896;--;--;--;3805
partial;7893;apr.84;13.593;--;2662;--;--
puedes;7894;apr.84;12.640;--;--;--;4084
throwin;7895;apr.84;15.988;--;--;--;4433
zeg;7896;apr.84;10.675;--;--;--;4478
geen;7897;apr.83;14.923;--;--;--;2126
louder;7898;apr.83;15.483;--;--;--;2828
tutto;7899;apr.83;10.785;--;--;--;3416
tout;7900;apr.83;11.096;--;--;--;2087
temptation;7901;apr.83;19.115;--;--;--;2524
#omgfacts;7902;apr.82;16.866;--;--;--;--
@stephenfry;7903;apr.82;14.241;--;--;--;--
@tweetmeme;7904;apr.82;17.460;--;--;--;--
acho;7905;apr.82;0.7197;4450;--;--;--
addenda;7906;apr.82;12.403;--;--;672;--
administration's;7907;apr.82;15.077;--;--;--;--
altered;7908;apr.82;13.506;--;3715;--;--
ang;7909;apr.82;0.8734;3903;--;--;2568
att;7910;apr.82;11.008;2973;--;--;--
ayer;7911;apr.82;11.192;--;--;--;4081
b/c;7912;apr.82;13.200;--;--;--;--
b2;7913;apr.82;11.008;--;--;--;--
beard;7914;apr.82;12.887;--;--;--;--
cane;7915;apr.82;17.922;--;--;--;4248
cases;7916;apr.82;0.9190;4590;329;756;--
causing;7917;apr.82;11.899;--;3590;--;--
che;7918;apr.82;10.821;--;--;--;562
col;7919;apr.82;0.9833;--;4919;4987;--
cum;7920;apr.82;20.572;3247;--;2594;2002
de;7921;apr.82;0.8497;99;142;640;108
deh;7922;apr.82;0.9409;2827;--;--;3608
demi;7923;apr.82;0.8734;2316;--;--;--
doch;7924;apr.82;0.8003;4509;--;--;1411
duties;7925;apr.82;16.866;--;1824;4885;--
eso;7926;apr.82;10.821;2938;--;--;2284
examination;7927;apr.82;15.211;--;1430;--;--
exposure;7928;apr.82;15.211;--;2545;4938;--
finna;7929;apr.82;10.821;3323;--;--;--
flipped;7930;apr.82;13.354;--;--;--;4914
gm;7931;apr.82;10.821;3671;--;4082;--
hes;7932;apr.82;11.192;1659;--;--;3979
hid;7933;apr.82;11.192;--;--;--;3885
hoje;7934;apr.82;10.039;2527;--;--;--
hood;7935;apr.82;12.887;2380;--;--;836
impact;7936;apr.82;13.200;3549;1478;1584;--
israeli;7937;apr.82;17.460;--;--;1352;--
lagi;7938;apr.82;0.9190;2944;--;--;--
ll;7939;apr.82;0.7475;--;521;--;4440
mideast;7940;apr.82;15.609;--;--;4187;--
municipal;7941;apr.82;0.9833;--;3788;2475;--
must;7942;apr.82;14.384;301;98;370;230
n;7943;apr.82;10.821;179;385;1028;1308
ne;7944;apr.82;0.5602;1847;3413;--;983
ng;7945;apr.82;12.070;4170;--;--;4191
ot;7946;apr.82;11.008;4643;--;--;--
over;7947;apr.82;14.803;116;90;86;119
pst;7948;apr.82;14.097;4830;--;--;--
quando;7949;apr.82;0.9624;4279;--;--;2403
ralph;7950;apr.82;14.384;--;--;2491;--
repeated;7951;apr.82;11.726;--;1956;2915;--
rushing;7952;apr.82;14.665;--;--;--;3838
sellin;7953;apr.82;14.525;--;--;--;4080
sich;7954;apr.82;0.9409;2600;--;--;2084
smell;7955;apr.82;15.477;1308;4968;--;1042
ticking;7956;apr.82;15.868;--;--;--;4442
tt;7957;apr.82;12.070;2685;--;--;--
udah;7958;apr.82;0.6908;3461;--;--;--
vegan;7959;apr.82;17.106;4700;--;--;--
wah;7960;apr.82;18.035;4609;--;--;3248
warum;7961;apr.82;13.354;--;--;--;4955
witness;7962;apr.82;13.656;--;2764;3177;1858
wut;7963;apr.82;11.373;3825;--;--;--
assumptions;7964;apr.82;17.192;--;3644;--;--
dawg;7965;apr.82;16.030;--;--;--;2849
dro;7966;apr.82;12.857;--;--;--;4392
gaan;7967;apr.82;14.815;--;--;--;2564
nerve;7968;apr.82;14.815;--;2211;--;2548
scheme;7969;apr.82;16.668;--;1961;--;3774
sus;7970;apr.82;0.9932;--;--;--;2771
vas;7971;apr.82;11.845;--;--;--;2140
vein;7972;apr.82;15.367;--;4779;--;4426
werden;7973;apr.82;13.177;--;--;--;4840
otro;7974;apr.81;0.8910;--;--;--;3174
toda;7975;apr.81;12.990;--;--;--;2922
detection;7976;apr.81;12.792;--;4386;--;--
@jonathanrknight;7977;apr.80;12.778;--;--;--;--
advisory;7978;apr.80;11.952;--;--;1370;--
ak;7979;apr.80;0.9689;--;--;--;4806
ao;7980;apr.80;0.8571;3318;--;--;--
apa;7981;apr.80;0.7825;2782;--;--;--
asap;7982;apr.80;15.386;2397;--;--;--
bankers;7983;apr.80;18.626;--;--;3917;--
bij;7984;apr.80;0.8806;4571;--;--;2049
bosnia;7985;apr.80;17.023;--;--;2868;--
c1;7986;apr.80;0.8330;--;--;--;--
cock;7987;apr.80;20.000;4494;--;--;1894
det;7988;apr.80;0.8806;3138;--;--;2009
dey;7989;apr.80;0.7559;2270;--;--;4192
didn;7990;apr.80;12.454;--;713;--;--
eds;7991;apr.80;11.066;--;1834;--;--
el;7992;apr.80;11.249;391;1762;2467;220
es;7993;apr.80;0.7825;572;4098;--;306
eu;7994;apr.80;10.690;688;--;--;1624
fa;7995;apr.80;0.8571;3103;--;--;2159
giuliani;7996;apr.80;17.957;--;--;1729;--
h;7997;apr.80;0.8806;1466;546;449;3949
it'd;7998;apr.80;10.690;--;--;--;--
johns;7999;apr.80;13.851;--;--;4904;--
judy;8000;apr.80;10.690;--;--;2813;--
kan;8001;apr.80;11.429;1967;--;--;1568
lautner;8002;apr.80;12.617;4462;--;--;--
lejos;8003;apr.80;11.249;--;--;--;3989
ltd;8004;apr.80;11.066;--;3792;2842;--
lugar;8005;apr.80;13.248;--;--;--;3378
meetings;8006;apr.80;15.386;3064;2540;2461;--
mein;8007;apr.80;14.142;4429;--;--;1706
mental;8008;apr.80;18.183;2626;1107;2766;2414
naar;8009;apr.80;0.8081;2950;--;--;1891
nai;8010;apr.80;13.851;--;--;--;4921
nd;8011;apr.80;0.9476;1098;--;--;--
nerd;8012;apr.80;18.736;3556;--;--;--
nom;8013;apr.80;13.702;2991;--;--;--
olvidar;8014;apr.80;11.780;--;--;--;4141
one-time;8015;apr.80;12.122;--;--;--;--
orthodox;8016;apr.80;13.553;--;--;4941;--
pataki;8017;apr.80;12.289;--;--;2547;--
pe;8018;apr.80;0.7559;4425;--;--;--
proceedings;8019;apr.80;13.553;--;2206;4908;--
pussy;8020;apr.80;26.650;2019;--;--;949
rehabilitation;8021;apr.80;18.626;--;--;4719;--
rep;8022;apr.80;15.253;3418;--;--;3652
sachs;8023;apr.80;13.851;--;--;3581;--
slightly;8024;apr.80;0.8571;2551;1787;2079;--
superintendent;8025;apr.80;13.093;--;--;4374;--
sur;8026;apr.80;11.780;3428;4851;--;2341
versus;8027;apr.80;12.289;--;3476;--;--
wats;8028;apr.80;0.8571;1689;--;--;--
wen;8029;apr.80;10.498;1345;--;--;--
what;8030;apr.80;0.7559;44;60;75;29
what's;8031;apr.80;0.8571;--;3191;--;--
whos;8032;apr.80;0.6701;4264;--;--;--
widespread;8033;apr.80;11.429;--;3991;4303;--
yrs;8034;apr.80;11.249;2060;--;--;--
zonder;8035;apr.80;12.936;--;--;--;3785
petition;8036;apr.80;15.778;--;4568;--;--
gimmie;8037;apr.80;15.809;--;--;--;4836
jamais;8038;apr.80;14.858;--;--;--;4469
laat;8039;apr.80;11.177;--;--;--;2545
manos;8040;apr.80;12.744;--;--;--;4097
niets;8041;apr.80;13.537;--;--;--;3697
passive;8042;apr.80;17.675;--;4188;--;--
tous;8043;apr.80;11.722;--;--;--;3806
mase;8044;apr.79;11.478;--;--;--;4386
wij;8045;apr.79;0.9444;--;--;--;4598
#p2;8046;apr.78;0.6788;--;--;--;--
1/2-bath;8047;apr.78;11.657;--;--;--;--
aja;8048;apr.78;0.9538;2235;--;--;--
asi;8049;apr.78;10.554;--;--;--;2461
"at;t";8050;apr.78;10.746;--;--;--;--
b1;8051;apr.78;0.9750;--;--;--;--
bc;8052;apr.78;0.8154;1639;3174;--;--
belly;8053;apr.78;14.609;3162;--;--;2500
blizzard;8054;apr.78;20.926;--;--;--;--
ce;8055;apr.78;0.8873;4217;4320;--;1789
conditions;8056;apr.78;14.748;4116;394;2001;--
confess;8057;apr.78;15.687;--;--;--;2302
dann;8058;apr.78;11.657;4103;--;--;2114
